text,label,label_id
这种电力电缆绝缘降低会对设备的工作产生什么影响?,故障,3
这个烧伤、变形会对设备产生什么不利影响?,后果,4
这个问题的外部电源丢失通常是什么情况?,原因,1
为什么会出现这个故障，频率测量不稳定是什么?,原因,1
这个低压绕组都有些什么设备?,设备组成,0
这个问题的二次元件老化损坏使电气回路异常而拒动通常是什么情况?,原因,1
为什么会出现这个故障，感器节点抖动是什么?,原因,1
母线里面有哪些设备呢?,设备组成,0
哪种清理干净引线处理段是最常用的解决方法?,方法,2
这款绝缘筒是由哪些设备组成的?,设备组成,0
这个脉冲异常故障通常会在什么情况下显现出来?,故障,3
一般来说，这种母线包括哪些设备?,设备组成,0
你能介绍一下这个起励失败的常见情况吗?,故障,3
这种接头电阻不合格的表现有多严重?,故障,3
这个问题的脉冲放大电源丢失是什么?,原因,1
绝缘部件里面有哪些设备呢?,设备组成,0
可以说一下这个定子线棒的设备组成情况吗?,设备组成,0
一般来说，这种控制回路包括哪些设备?,设备组成,0
如何选择正确的立即报告调度来解决这个问题?,方法,2
请问一下，这个中性点套管都包含哪些设备?,设备组成,0
如果出现这个故障，会有什么凹痕?,后果,4
这个问题可能会对工作带来什么电晕?,后果,4
低压绕组上有什么设备呢?,设备组成,0
如果出现这个故障，会有什么烧伤、变形影响?,后果,4
调速器主要是由哪些设备组成的?,设备组成,0
水轮发电机集电环损蚀会在设备哪个部分出现?,故障,3
发生这个故障会带来怎样的急剧磨损?,后果,4
真空断路器包括了哪些设备?,设备组成,0
请问一下，这个干式变压器都包含哪些设备?,设备组成,0
这个故障通常是由什么环境和温度的影响引起的?,原因,1
这个故障的受长期运行振动和温度的影响，槽楔和垫条会出现松动通常是什么?,原因,1
芯式变压器一般都有些什么设备?,设备组成,0
这个问题的电压互感器出现异声和异常振动可能是怎样的?,后果,4
这个问题会导致什么严重渗漏?,后果,4
这个问题可能会造成什么绝缘电阻和吸收比降低?,后果,4
可以说一下这个发电机转子的设备组成情况吗?,设备组成,0
为什么会有这个故障，多机并列运行时永态转差系数bp整定偏小是什么主要原因?,原因,1
这个绝缘设计裕度不够对工作会有怎样的影响?,后果,4
请问一下，这个局部放电和温度升高有哪些特征？,故障,3
这种电晕通常是怎样的？,故障,3
请问一下，这个集电环打火有哪些特征？,故障,3
通常是什么电压互感器通态特性差异偏大导致了这个故障?,原因,1
能告诉我这个支撑件的设备组成吗?,设备组成,0
你能说一下这个油流带电会在设备上呈现什么样的状态吗?,故障,3
这个线棒过热故障一般会有怎样的影响?,故障,3
能具体说说这个厂用电系统的设备组成情况吗?,设备组成,0
这个问题的解决油泵运行检查是什么?,方法,2
对于这个故障，可以采用什么励磁试验?,方法,2
这个问题会导致什么发生恶性故障?,后果,4
这种绝缘损伤有哪些提示性的信号或迹象?,故障,3
这种定子绕组接头的设备组成是怎么样的?,设备组成,0
会出现这个故障会有什么线槽内的线棒发生振动?,后果,4
母线主要是由哪些设备组成的?,设备组成,0
这个问题的常用油中金属微量测试是什么?,方法,2
通常是什么电刷磨损过多导致了这个故障?,原因,1
这个起励失败通常表现为何种状况?,故障,3
这个问题可能对工作环境有什么操动机构拒合?,后果,4
这个长期过负荷运行可能是导致这个故障的原因吗?,原因,1
怎样的检查其绝缘是否受到损伤或已老化可以解决这个故障?,方法,2
真空断路器上有什么设备呢?,设备组成,0
哪种热风干燥法烘干受潮部位是最常用的解决方法?,方法,2
能说一下这个厂用电电源的设备组成吗?,设备组成,0
为什么发生了这个故障，电缆本体的正常老化通常是什么?,原因,1
这个故障可以通过什么检查电刷接触面积解决?,方法,2
这个问题的常见油中糠醛测试有哪些选择?,方法,2
这个急剧磨损会对设备产生什么不利影响?,后果,4
能描述一下这个集电环打火对设备造成的影响吗?,故障,3
如果发生了这个故障，会有什么内部击穿?,后果,4
什么分、合闸定位螺钉调整不当导致了这个故障的发生?,原因,1
为什么发生了这个故障，恒压弹簧力度不合适通常是什么?,原因,1
这个故障的接头的接触电阻增大是什么情况?,原因,1
这个故障的励磁电缆绝缘不合格通常是什么情况?,原因,1
这个电源故障通常出现在哪些设备上?,故障,3
如果发生这个故障，会有什么监控系统报警?,后果,4
如何选择正确的目测，油面温度来解决这个问题?,方法,2
如何选择正确的集电环外圆成椭圆的处理来解决这个问题?,方法,2
这个电压互感器出现异声和异常振动对设备有什么影响?,后果,4
如果发生了这个故障，会有什么监控系统报警?,后果,4
为什么会有这个故障，电刷打火或其他故障烧伤集电环表面通常是什么?,原因,1
这个问题可能导致什么电晕?,后果,4
能说一下这个电压互感器断线在设备上的表现吗?,故障,3
变压器一般都有些什么设备?,设备组成,0
直流电源回路通常包含什么设备?,设备组成,0
这个问题的常见应剥除损伤的绝缘段有哪些选择?,方法,2
能说一下这个低压套管的设备组成吗?,设备组成,0
这个断路器通常包含哪些设备呢?,设备组成,0
这个变压器放电性故障通常会在什么情况下显现出来?,故障,3
绝缘筒一般由什么设备组成?,设备组成,0
为什么出现了这个故障，电压互感器一次侧熔丝熔断是什么主要原因?,原因,1
这个问题可能对工作环境有什么绝缘设计裕度不够?,后果,4
能告诉我这个直流电源回路的设备组成吗?,设备组成,0
用什么检查弹簧操动机构是否有卡滞现象可以解决这个故障?,方法,2
能介绍一下这个铁芯的设备组成情况吗?,设备组成,0
这个水分进入变压器对工作会有怎样的影响?,后果,4
能详细描述一下这个磁滞损耗的表现情况吗?,故障,3
能描述一下这个微机保护二次回路抗干扰性能差的典型情况吗?,故障,3
可以描述一下这种机械故障的表现吗?,故障,3
厂用电电源里面都有些啥设备?,设备组成,0
能否描述一下这个传动机构的设备构成?,设备组成,0
这个绝缘受潮有哪些典型的特征？,故障,3
这个感器节点抖动可能是造成这个故障的原因吗?,原因,1
有没有查找出故障点，分析事故原因可以应对这个问题?,方法,2
这个故障一般用什么修复或更换辅助开关来应对?,方法,2
这个问题的随着时间的增加外壳温度升高可能是什么?,后果,4
高压套管是由什么设备构成的?,设备组成,0
这个故障的设计方面考虑不周通常是什么情况?,原因,1
这种阻尼环断裂会对设备的工作产生什么影响?,故障,3
如果出现这个故障，会有什么对绝缘材料有强烈的腐蚀作用影响?,后果,4
这个问题可能引发什么样的断路器合闸不成功?,后果,4
能介绍一下这个绕组的设备组成情况吗?,设备组成,0
哪种油中溶解气体分析最适合解决这个故障?,方法,2
请问一下，这个控制回路都包含哪些设备?,设备组成,0
这个问题的常用检查弹簧操动机构是否有卡滞现象是什么?,方法,2
这个变送器或传感器测量不准或故障通常会导致这个故障的发生吗?,原因,1
能介绍一下这个导电回路的设备组成情况吗?,设备组成,0
有没有将螺栓的螺母均匀紧固，并按照规定压力装压可以应对这个问题?,方法,2
哪种检查断路器操作回路是否故障是最常用的解决方法?,方法,2
能否介绍一下针对这个故障的恢复送电前须对母线及所连接设备进行全面检查?,方法,2
GIS设备里面都有些啥设备?,设备组成,0
这个故障通常是由什么空气开关跳闸引起的?,原因,1
这种调速器的设备组成是怎么样的?,设备组成,0
这个故障通常是由什么密封不良引起的?,原因,1
这个故障的主配压阀卡死通常是什么情况?,原因,1
能描述一下这个铁芯整体松动的典型情况吗?,故障,3
什么脉冲板输出异常导致了这个故障的发生?,原因,1
这个问题的操动机构拒合可能是什么?,后果,4
为什么会出现这个故障，电流超过了允许的载流量是什么?,原因,1
解决这个故障需要使用怎样的查分、合闸线圈是否断线，并测量分、合闸线圈电阻值是否合格?,方法,2
这个母线的绝缘电阻降低一般会有怎样的影响?,故障,3
解决这个故障需要使用怎样的修理或更换?,方法,2
发生这个故障会带来怎样的集电环短路?,后果,4
转子支架是由什么设备构成的?,设备组成,0
这个定子线棒所含的设备有哪些?,设备组成,0
通常是什么通信模块损坏导致了这个故障?,原因,1
这个调试不佳可能是导致这个故障的原因吗?,原因,1
这个问题可能引发什么样的电力系统造成很大的冲击?,后果,4
这个电压互感器二次断线有哪些典型的特征？,故障,3
如果出现这个故障，会有什么监控系统报警影响?,后果,4
能否介绍一下针对这个故障的处理接触面?,方法,2
这个问题的检查各相关元件应该是什么?,方法,2
直流电源回路由什么设备组成?,设备组成,0
真空断路器上有什么设备呢?,设备组成,0
这个变压器放电性故障的表现有哪些特点?,故障,3
这个问题的常用测量铁芯接地电流是什么?,方法,2
这个绕组故障可能是导致这个故障的原因吗?,原因,1
转子中心体是由什么设备构成的?,设备组成,0
这个问题的数据采集模块损坏是什么?,原因,1
这个发电机定子故障通常会在什么情况下显现出来?,故障,3
发生这个故障会带来怎样的凹痕?,后果,4
这种电压互感器断线故障的表现有多严重?,故障,3
这个烧伤对设备可能会造成什么影响?,后果,4
这个问题的油流带电可能是怎样的?,后果,4
解决这个故障需要哪些检查调节器外部供电?,方法,2
这个拒动、误动故障一般会有什么样的症状?,故障,3
解决这个故障需要哪些油中溶解气体分析?,方法,2
这个通信板件、交换机等设备故障或运行不稳定通常会导致这个故障的发生吗?,原因,1
这个故障的常见检查操作电源是否完好有哪些?,方法,2
如何确定最有效的局部放电量测试来解决这个问题?,方法,2
有没有采用纯氮气对气室进行干燥处理、更换干燥剂是特别推荐的来应对这个故障?,方法,2
这个条痕对设备有什么影响?,后果,4
这个烧伤、变形可能对工作有怎样的影响?,后果,4
可以详细描述一下这个发电机转子的设备构成吗?,设备组成,0
能说一下这个二次回路的设备组成吗?,设备组成,0
这个问题可能会造成什么断路器合闸不成功?,后果,4
能介绍一下这个绝缘筒的设备组成情况吗?,设备组成,0
为什么出现了这个故障，三相电源隔离开关未合上是什么?,原因,1
这个问题可能引发什么样的电力系统造成很大的冲击?,后果,4
对于这个故障，可以采用什么恢复送电前须对母线及所连接设备进行全面检查?,方法,2
绕组间绝缘里面都有些啥设备?,设备组成,0
通常是什么接线松动导致了这个故障?,原因,1
这个故障一般用什么针对性地进行处理来应对?,方法,2
这个铁芯整体松动会导致什么问题?,故障,3
干式变压器一般由什么设备组成?,设备组成,0
为什么发生了这个故障，导叶反馈值偏大是什么?,原因,1
请问一下，这个壳式变压器都包含哪些设备?,设备组成,0
能说一下这个局部放电在设备上的表现吗?,故障,3
这个监控系统报警会对工作环境产生什么影响?,后果,4
如果发生了这个故障，会有什么电压互感器出现异声和异常振动?,后果,4
这个断路器分闸不成功对设备会造成什么样的影响?,后果,4
这种调节器电压互感器测量板件故障会对设备的工作产生什么影响?,故障,3
这个故障一般用什么调节器运行环境温度是否偏高，若是，则采取散热措施来解决?,方法,2
这个综合放大器件损坏一般会有什么样的症状?,故障,3
能分享一下解决这个故障的恢复送电前须对母线及所连接设备进行全面检查吗?,方法,2
能详细描述一下这个脉冲异常故障的情况吗?,故障,3
这个急剧磨损会对设备产生什么不利影响?,后果,4
这个故障的测量回路接线错误通常是什么情况?,原因,1
通常会有什么外部电源丢失导致这个故障?,原因,1
为什么出现了这个故障，发电机长期停用受潮是什么?,原因,1
可以说一下这个变压器固体绝缘的设备组成情况吗?,设备组成,0
这个通信板件、交换机等设备故障或运行不稳定导致了这个故障的发生吗?,原因,1
这个问题的电晕可能是什么?,后果,4
通常是什么发电机长期停用受潮造成了这个故障?,原因,1
绕组里面都有些啥设备?,设备组成,0
这个故障的恒压弹簧压力不适是什么情况?,原因,1
哪种检查油泵电动机电源是最有效的解决方案?,方法,2
什么电流互感器二次侧有开路故障导致了这个故障的发生?,原因,1
这个问题的绝缘老化通常是什么情况?,原因,1
如果发生这个故障，会带来什么变形?,后果,4
这个故障可以采用哪些过电流试验(1.1倍)解决?,方法,2
断路器上有什么设备呢?,设备组成,0
能分享一下解决这个故障的机械手动运行吗?,方法,2
能描述一下这个继电保护故障的典型情况吗?,故障,3
这个问题的解决目测是什么?,方法,2
发生这个故障会带来怎样的发生恶性故障?,后果,4
有没有对于可能存在的漏气部位(如法兰连接处、气路接头、伸缩节等)进行检漏可以应对这个问题?,方法,2
解决这个故障需要哪些分析事故原因?,方法,2
请问一下，这个垫块都包含哪些设备?,设备组成,0
这个问题发生了会有什么油流带电?,后果,4
这个故障的电晕通常是什么?,原因,1
如果发生这个故障，会带来什么造成传动不到位?,后果,4
这个固体绝缘一般会有什么样的症状?,故障,3
会出现这个故障会有什么线槽内的线棒发生振动?,后果,4
这个问题的最佳检查脉冲回路工作电源是什么?,方法,2
这个故障通常是由什么焊接质量问题引起的?,原因,1
这个高阻接地的表现有哪些特点?,故障,3
这款真空断路器主要是由什么设备构成的?,设备组成,0
这个故障的脉冲板输出异常通常是什么?,原因,1
这个故障的变压器通常是什么?,原因,1
这个问题发生了会有什么水分进入变压器?,后果,4
可以描述一下这种调节器故障的表现吗?,故障,3
这种调节器故障的表现有多严重?,故障,3
会出现这个故障会有什么发生恶性故障?,后果,4
这个故障会引发什么急剧磨损?,后果,4
这个问题可能会造成什么烧伤、变形?,后果,4
哪种油中溶解气体分析是最有效的解决方案?,方法,2
能否介绍一下针对这个故障的检查操作电源是否完好?,方法,2
这个线棒的防晕层首先发生磨蚀损坏，严重的使主绝缘损坏可能对工作有怎样的影响?,后果,4
通常会有什么空气开关跳闸导致这个故障?,原因,1
这个导电回路接触不良会导致什么问题?,故障,3
你能介绍一下这个导电回路接触不良的常见情况吗?,故障,3
能分享一下解决这个故障的取下低压熔丝吗?,方法,2
这个问题可能对工作环境有什么造成传动不到位?,后果,4
哪种清扫集电环是最常用的解决方法?,方法,2
这个集电环短路会对设备产生什么不利影响?,后果,4
这个互感器二次侧熔丝熔断通常会导致这个故障的发生吗?,原因,1
为什么出现了这个故障，绝缘老化是什么?,原因,1
这个故障可以采用哪些检查操作电源是否完好解决?,方法,2
二次回路内部都有哪些设备?,设备组成,0
这个集电环绝缘偏低的表现有哪些特点?,故障,3
这个中性点套管通常包含哪些设备呢?,设备组成,0
可以说一下这个支撑件的设备组成情况吗?,设备组成,0
这个故障通常是由什么接触不良引起的?,原因,1
真空断路器通常包含什么设备?,设备组成,0
这个问题的随着时间的增加外壳温度升高可能是怎样的?,后果,4
灭弧装置里面都有些啥设备?,设备组成,0
这个问题的修理或更换应该是什么?,方法,2
这个二次回路都有些什么设备?,设备组成,0
这个故障的常见检查外部无故障有哪些?,方法,2
这个连接片断股会对设备的运行产生什么影响?,故障,3
有没有检查监控流程及相关控制方式是否正确可以应对这个问题?,方法,2
能描述一下这个断路器三相不一致故障对设备造成的影响吗?,故障,3
发生了这个故障，会导致什么电压互感器出现异声和异常振动?,后果,4
这个故障的散热不迅速通常是什么情况?,原因,1
能介绍一下这个监视、控制、保护和联锁等二次设备的设备组成情况吗?,设备组成,0
这个故障的常见检查系统内部电源板件、电源模块的输出有哪些?,方法,2
能具体说说这个调速器的设备组成情况吗?,设备组成,0
能描述一下这个局部放电对设备造成的影响吗?,故障,3
特种变压器一般包括哪些设备?,设备组成,0
有没有更换可以应对这个问题?,方法,2
这个问题的常见油中溶解气体分析有哪些选择?,方法,2
为什么出现了这个故障，短路冲击是什么?,原因,1
请问一下，这个传动机构都包含哪些设备?,设备组成,0
这个问题的通信回路受干扰是什么情况?,原因,1
这个油流带电是什么?,后果,4
高压绕组一般都有些什么设备?,设备组成,0
你能说说这个通信故障通常会出现什么情况吗?,故障,3
如何选择正确的检查各相关元件来解决这个问题?,方法,2
这种过热有哪些提示性的信号或迹象?,故障,3
这个励磁系统的PSS参数设置不当可能导致这个故障吗?,原因,1
能详细描述一下这个受潮的表现情况吗?,故障,3
发生这个故障会带来怎样的油流带电?,后果,4
这种脉冲异常的表现有多严重?,故障,3
这个隔离开关分、合闸不到位或三相不同期通常表现为何种状况?,故障,3
这个电刷打火或其他故障烧伤集电环表面可能是造成这个故障的主要原因吗?,原因,1
这个故障可以采用哪些解体检查解决?,方法,2
这个铁芯局部过热会导致什么问题?,故障,3
这个问题可能对工作环境有什么急剧磨损?,后果,4
如果发生这个故障，会有什么集电环大面积打火?,后果,4
这个凹痕、条痕对设备可能会造成什么影响?,后果,4
能描述一下这个母线的绝缘电阻降低对设备造成的影响吗?,故障,3
能描述一下这个二次回路故障的典型情况吗?,故障,3
为什么会有这个故障，磁屏蔽异常放电是什么主要情况?,原因,1
绕组一般包括哪些设备?,设备组成,0
这个故障通常是由什么通信参数配置错误引起的?,原因,1
真空断路器一般由什么设备组成?,设备组成,0
如果发生了这个故障，会有什么严重渗漏?,后果,4
这个问题会导致什么监控系统报警?,后果,4
这个异物撞击导致了这个故障的发生吗?,原因,1
这个发电机定子故障一般会有什么样的症状?,故障,3
绕组接头焊接不良会在设备哪个部分出现?,故障,3
通常是什么热继电器动作切断电源造成了这个故障?,原因,1
这个故障通常是由什么设备受潮、脏污引起的?,原因,1
这个问题可能导致什么监控系统报警?,后果,4
这个问题的解决更换是什么?,方法,2
这个故障会引发什么发生恶性故障?,后果,4
有没有修理或更换可以应对这个问题?,方法,2
为什么发生了这个故障，槽楔松动是什么?,原因,1
为什么会有这个故障，设计方面考虑不周是什么主要原因?,原因,1
请问，这个传动机构及锈蚀部件通常会表现为何种情况?,故障,3
这个问题的出槽口部位脏污是什么情况?,原因,1
用什么红外测量可以解决这个故障?,方法,2
这个变形对设备可能会造成什么影响?,后果,4
如果发生这个故障，会带来什么急剧磨损?,后果,4
为什么发生了这个故障，电刷磨损过多通常是什么?,原因,1
有没有:集电环损蚀的预防可以应对这个问题?,方法,2
发电机线棒上有什么设备呢?,设备组成,0
通常会有什么材料问题导致这个故障?,原因,1
有没有若现地控制柜交流电源消失，应设法恢复电源是特别推荐的来应对这个故障?,方法,2
这个故障通常是由什么调速器开度给定(功率给定)的调节增量设置得过小引起的?,原因,1
通常是什么电液转换元件的线圈断线引起了这个故障的发生?,原因,1
什么热继电器动作切断电源导致了这个故障的发生?,原因,1
这种电力电缆绝缘故障通常是怎样的？,故障,3
这个故障会引发什么绝缘受损?,后果,4
有什么检查测量回路有无松动、接触不良等异常可以用来解决这个故障?,方法,2
为什么会有这个故障，数据采集模块损坏通常是什么?,原因,1
这个绝缘件脏污可能是造成这个故障的原因吗?,原因,1
你能说说这个集电环打火通常会出现什么情况吗?,故障,3
这个问题的绝缘设计裕度不够可能是什么?,后果,4
这个水轮发电机集电环损蚀会导致什么问题?,故障,3
能否描述一下这个传动机构的设备构成?,设备组成,0
这个问题的绝缘受潮是什么情况?,原因,1
能具体说说这个励磁系统的设备组成情况吗?,设备组成,0
这个起励失败的表现有哪些特点?,故障,3
能告诉我这个导电回路的设备组成吗?,设备组成,0
能具体说说这个真空断路器的设备组成情况吗?,设备组成,0
请问一下，这个集电环绝缘偏低有哪些特征？,故障,3
如果发生这个故障，会带来什么集电环大面积打火?,后果,4
这个焊接质量问题通常会导致这个故障的发生吗?,原因,1
这个不同绝缘油混用会引发这个故障吗?,原因,1
这个被迫停机对设备有什么影响?,后果,4
能具体说说这个二次回路的设备组成情况吗?,设备组成,0
这款变压器是由哪些设备组成的?,设备组成,0
这个拒分对设备有什么影响?,后果,4
这种集电环绝缘偏低的表现有多严重?,故障,3
什么辅助开关故障导致了这个故障的发生?,原因,1
什么油面温度能够处理这个故障?,方法,2
你能说说这个增减负荷失灵通常会出现什么情况吗?,故障,3
为什么出现了这个故障，通信回路接触不良是什么主要原因?,原因,1
解决这个故障需要使用怎样的采用纯氮气对气室进行干燥处理、更换干燥剂?,方法,2
这个绝缘受损对设备有什么影响?,后果,4
用什么电源回路接线是否正常可以解决这个故障?,方法,2
中性点套管是由什么设备构成的?,设备组成,0
铁芯夹件通常包含什么设备?,设备组成,0
可以描述一下这种功率柜故障的表现吗?,故障,3
这种通信故障的症状有哪些特点?,故障,3
这个发生恶性故障对设备可能会有什么后果?,后果,4
这个恒压弹簧力度不合适可能是导致这个故障的原因吗?,原因,1
这个槽楔松动可能是导致这个故障的原因吗?,原因,1
为什么会有这个故障，开出继电器损坏导致拒动是什么主要原因?,原因,1
这个问题可能会对工作带来什么断路器分闸不成功?,后果,4
你能说说这个转子引线连接接头出现过热通常会出现什么情况吗?,故障,3
通常是什么通信模块损坏引起了这个故障的发生?,原因,1
你能说说这个接头电阻不合格通常会出现什么情况吗?,故障,3
这个误动对设备可能会造成什么影响?,后果,4
为什么会出现这个故障，励磁系统的PSS参数设置不当是什么?,原因,1
请问，这个功率柜故障通常会表现为何种情况?,故障,3
这个低频振荡通常出现在哪些情况下?,故障,3
这个问题的加速氧化是什么情况?,原因,1
通常会有什么绝缘材料的污染、腐蚀导致这个故障?,原因,1
这个测量异常通常出现在哪些情况下?,故障,3
有没有判断变压器的过热故障是特别推荐的来应对这个故障?,方法,2
解决这个故障需要哪些检查操作回路是否被低气压或低油压闭锁?,方法,2
解决这个故障需要使用怎样的检查弹簧操动机构是否有卡滞现象?,方法,2
你能介绍一下这个控制、调节异常的常见情况吗?,故障,3
可以说一下这个微机保护二次回路的设备组成情况吗?,设备组成,0
能具体说说这个电力变压器的设备组成情况吗?,设备组成,0
信号回路一般都有些什么设备?,设备组成,0
这个电磁式通常包含哪些设备呢?,设备组成,0
能详细描述一下这个通信故障的表现情况吗?,故障,3
这个局部过热会对工作产生什么样的影响?,后果,4
这个局部过热对设备有什么影响?,后果,4
这个问题的转子侧剩磁不够通常是什么情况?,原因,1
这个故障会引发什么局部过热?,后果,4
这个故障一般用什么加强防锈措施，采用二硫化铂润滑脂来解决?,方法,2
这个环境脏污受潮会引发这个故障吗?,原因,1
这个问题发生了会有什么变形?,后果,4
这个故障通常是由什么脉冲放大电源丢失引起的?,原因,1
能告诉我这个定子线棒的设备组成吗?,设备组成,0
能分享一下解决这个故障的修理或更换吗?,方法,2
发生了这个故障，会导致什么电压互感器出现异声和异常振动?,后果,4
这种变压器过热的症状有哪些特点?,故障,3
你能介绍一下这个微机保护误整定的常见情况吗?,故障,3
这个故障一般用什么如果还未合到位，不能达到三相完全同期，应安排计划停电检修来应对?,方法,2
绝缘纸上都有什么设备?,设备组成,0
一般来说，这种微机保护二次回路包括哪些设备?,设备组成,0
干式变压器一般都有些什么设备?,设备组成,0
用什么检查测量回路接线是否错误可以解决这个故障?,方法,2
这个通信故障会导致什么问题?,故障,3
这个问题的解决检查储能电动机电源回路上的辅助触点是否能正常动作。是什么?,方法,2
能否介绍一下针对这个故障的直流电阻测量?,方法,2
这种起励失败通常是怎样的？,故障,3
能描述一下这个导电回路接触不良对设备造成的影响吗?,故障,3
绕组间绝缘里面有哪些设备呢?,设备组成,0
对于这个故障，可以采用什么垫块绑扎玻璃丝带空鼓，电晕现象不严重，需拆除垫块表面玻璃丝绑扎带，清理线棒端部后，重新按照工艺要求进行绑扎并涂刷绝缘漆。若存在严重连续贯通性的灼伤痕迹，需拆除垫块重塑防晕结构，并进行规范工艺的包扎处理，并涂刷绝缘胶及绝缘漆。?,方法,2
发生了这个故障，会导致什么线棒的防晕层首先发生磨蚀损坏，严重的使主绝缘损坏?,后果,4
对于这个故障，可以采用什么油中溶解气体分析?,方法,2
这个问题可能会造成什么断路器合闸不成功?,后果,4
能分享一下解决这个故障的采用无卤清洁剂对母线室进行彻底清扫吗?,方法,2
这个故障一般用什么退出与该测点相关的控制与调节功能。依次检查相关现地控制单元模拟量采集通道、现地传感器、二次回路接线是否正常，再检查数据库中相关测点组态参数(如工程值范围、死区值等)是否正确。来解决?,方法,2
对于这个故障，有没有特别推荐的检查并调整电刷弹簧压力?,方法,2
通常是什么辅助开关故障导致了这个故障?,原因,1
这个问题的急剧磨损可能是怎样的?,后果,4
你能介绍一下这个绝缘老化的常见情况吗?,故障,3
断路器主要是由哪些设备组成的?,设备组成,0
GIS设备一般包括哪些设备?,设备组成,0
如果发生这个故障，会有什么拒分、拒合?,后果,4
能详细描述一下这个变压器放电性故障的情况吗?,故障,3
这个问题的集电环打磨应该是什么?,方法,2
这个问题会导致什么监控系统报警?,后果,4
有没有油中溶解气体分析是特别推荐的来应对这个故障?,方法,2
这个集电环大面积打火对设备可能会有什么后果?,后果,4
通常会有什么绝缘材料的污染、腐蚀导致这个故障?,原因,1
母线一般由什么设备组成?,设备组成,0
这个脉冲输出切换继电器故障会对设备的运行产生什么影响?,故障,3
固定螺栓松动一般会在哪些情况下发生?,故障,3
这种低频振荡通常是怎样的？,故障,3
这个误动可能对工作有怎样的影响?,后果,4
为什么会有这个故障，受长期运行振动和温度的影响，槽楔和垫条会出现松动是什么原因?,原因,1
通常是什么互感器二次侧熔丝熔断造成了这个故障?,原因,1
直流电源回路一般都有些什么设备?,设备组成,0
真空断路器主要是由哪些设备组成的?,设备组成,0
这个不稳定接地通常出现在哪些情况下?,故障,3
这款变压器绕阻是由哪些设备组成的?,设备组成,0
这款转子的设备构成是怎样的?,设备组成,0
这种接触电阻过大有哪些提示性的信号或迹象?,故障,3
这个问题可能会导致什么对安全极为不利?,后果,4
通常是什么电刷打火或其他故障烧伤集电环表面造成了这个故障?,原因,1
这个故障的短路冲击是什么情况?,原因,1
能分享一下解决这个故障的分相低电压下的短路试验吗?,方法,2
这个被迫停机会对工作产生什么样的影响?,后果,4
一般来说，这种转子中心体包括哪些设备?,设备组成,0
为什么会有这个故障，现地控制回路异常通常是什么?,原因,1
这个变压器过热的表现有哪些特点?,故障,3
解决这个问题需要采用什么样的若现地控制柜交流电源消失，应设法恢复电源，检查油泵电动机电源?,方法,2
如果出现这个故障，会有什么造成传动不到位影响?,后果,4
这个问题的常用查看起励波形分析是什么?,方法,2
为什么会有这个故障，功率给定(开度给度)调节回路异常是什么主要原因?,原因,1
这个磁滞损耗会对设备造成什么影响?,故障,3
这个故障通常是由什么调频元件或回路故障引起的?,原因,1
为什么会有这个故障，通信回路接触不良是什么主要情况?,原因,1
如何选择正确的检查频率测量是否不稳定，查明原因并消除来解决这个问题?,方法,2
这种滑环装置碳粉堆积通常有哪些典型表现?,故障,3
这种变压器本体常见故障通常有哪些典型表现?,故障,3
这个集电环短路会对工作环境产生什么影响?,后果,4
如果出现这个故障，会有什么对绝缘材料有强烈的腐蚀作用?,后果,4
会出现这个故障会有什么拒分、拒合?,后果,4
这个水轮发电机集电环损蚀会对设备造成什么影响?,故障,3
这个壳式变压器都有些什么设备?,设备组成,0
这个励磁系统通常包含哪些设备呢?,设备组成,0
能描述一下这个断路器拒分闸故障对设备造成的影响吗?,故障,3
为什么会有这个故障，互感器二次侧熔丝熔断是什么主要原因?,原因,1
通常是什么断股、虚焊引起了这个故障的发生?,原因,1
如果出现这个故障，会有什么条痕影响?,后果,4
一般来说，这种支撑件包括哪些设备?,设备组成,0
这个问题的误动可能是怎样的?,后果,4
这个问题的断股、虚焊通常是什么情况?,原因,1
能详细描述一下这个漏气故障的表现情况吗?,故障,3
为什么会有这个故障，恒压弹簧压力不适是什么主要情况?,原因,1
这个功率柜故障有哪些典型的特征？,故障,3
如何确定最有效的检查脉冲回路、板件、输出切换继电器、脉冲变、同步变等相关设备来解决这个问题?,方法,2
能详细描述一下这个电气接头过热的情况吗?,故障,3
这个问题可能引发什么样的监控系统报警?,后果,4
这种固体绝缘故障通常有哪些典型表现?,故障,3
为什么会有这个故障，制造缺陷是什么主要原因?,原因,1
这个测点异常通常会在什么情况下显现出来?,故障,3
这个其他过热通常出现在哪些情况下?,故障,3
对于这个故障，有没有特别推荐的检查定位螺钉和辅助开关等元件?,方法,2
为什么会有这个故障，低压油缸低于大气压力是什么主要情况?,原因,1
这个励磁系统的PSS参数设置不当可能是导致这个故障的原因吗?,原因,1
这个问题的空气开关跳闸通常是什么情况?,原因,1
这个问题可能导致什么严重渗漏?,后果,4
这个造成传动不到位对设备可能会造成什么影响?,后果,4
能说一下这个高压绕组的设备组成吗?,设备组成,0
这个问题可能会导致什么烧伤?,后果,4
这个问题可能会导致什么误动?,后果,4
这个绝缘电阻和吸收比降低会对工作产生什么样的影响?,后果,4
对于这个故障，有没有一些常见的通过测试命令逐段检查导致通信异常的位置，检查通信接口插拔是否存在松动、接触不良等情况?,方法,2
干式变压器上都有什么设备?,设备组成,0
这个问题可能对工作环境有什么条痕?,后果,4
